age,gender,height,weight,activity_level,goal,protein,carbs,fats,water
24,female,189,74,active,maintenance,148.0,323.8,92.5,3.19
22,male,178,67,sedentary,bulking,134.0,335.0,80.4,2.35
44,male,186,53,sedentary,maintenance,106.0,185.5,53.0,1.86
46,male,196,64,active,maintenance,128.0,280.0,80.0,2.84
36,female,164,83,active,maintenance,166.0,363.1,103.8,3.51
32,female,161,84,active,cutting,184.8,262.5,84.0,3.54
20,female,182,77,active,bulking,154.0,481.2,115.5,3.3
19,male,159,58,active,cutting,127.6,181.2,58.0,2.63
23,female,180,55,sedentary,bulking,110.0,275.0,66.0,1.93
39,male,154,62,sedentary,maintenance,124.0,217.0,62.0,2.17
24,female,193,87,sedentary,maintenance,174.0,304.5,87.0,3.05
23,female,183,48,active,maintenance,96.0,210.0,60.0,2.28
18,female,153,53,active,maintenance,106.0,231.9,66.2,2.46
19,male,174,83,sedentary,cutting,182.6,207.5,66.4,2.91
33,male,173,91,active,cutting,200.2,284.4,91.0,3.79
40,male,177,46,sedentary,bulking,92.0,230.0,55.2,1.61
47,male,168,86,sedentary,bulking,172.0,430.0,103.2,3.01
39,male,173,45,moderate,maintenance,90.0,173.2,49.5,1.88
55,female,179,92,sedentary,bulking,184.0,460.0,110.4,3.22
35,female,171,70,sedentary,cutting,154.0,175.0,56.0,2.45
38,female,164,94,active,maintenance,188.0,411.2,117.5,3.89
58,male,184,51,active,bulking,102.0,318.8,76.5,2.39
25,male,155,99,active,cutting,217.8,309.4,99.0,4.07
30,male,188,96,sedentary,maintenance,192.0,336.0,96.0,3.36
52,female,186,65,sedentary,cutting,143.0,162.5,52.0,2.28
55,female,156,49,moderate,maintenance,98.0,188.7,53.9,2.02
42,female,184,62,moderate,bulking,124.0,341.0,81.8,2.47
26,male,198,61,active,maintenance,122.0,266.9,76.2,2.74
32,male,170,58,active,cutting,127.6,181.2,58.0,2.63
49,female,165,76,active,maintenance,152.0,332.5,95.0,3.26
38,female,197,67,active,maintenance,134.0,293.1,83.8,2.95
30,female,194,88,sedentary,maintenance,176.0,308.0,88.0,3.08
33,female,192,84,moderate,maintenance,168.0,323.4,92.4,3.24
20,female,162,48,sedentary,bulking,96.0,240.0,57.6,1.68
27,female,192,60,active,maintenance,120.0,262.5,75.0,2.7
35,female,173,88,moderate,bulking,176.0,484.0,116.2,3.38
52,male,197,60,active,maintenance,120.0,262.5,75.0,2.7
19,female,170,66,moderate,cutting,145.2,181.5,58.1,2.61
31,female,188,57,moderate,bulking,114.0,313.5,75.2,2.29
32,female,186,80,moderate,maintenance,160.0,308.0,88.0,3.1
25,female,153,61,active,bulking,122.0,381.2,91.5,2.74
22,female,169,66,sedentary,cutting,145.2,165.0,52.8,2.31
41,female,154,96,moderate,bulking,192.0,528.0,126.7,3.66
49,male,161,99,moderate,bulking,198.0,544.5,130.7,3.77
35,male,193,77,sedentary,maintenance,154.0,269.5,77.0,2.7
59,female,180,90,active,maintenance,180.0,393.8,112.5,3.75
52,female,158,50,active,cutting,110.0,156.2,50.0,2.35
27,male,194,74,active,cutting,162.8,231.2,74.0,3.19
21,female,169,98,active,cutting,215.6,306.2,98.0,4.03
57,male,171,54,sedentary,cutting,118.8,135.0,43.2,1.89
42,female,180,70,sedentary,maintenance,140.0,245.0,70.0,2.45
41,female,180,66,moderate,bulking,132.0,363.0,87.1,2.61
47,female,150,89,active,bulking,178.0,556.2,133.5,3.72
50,female,166,68,sedentary,bulking,136.0,340.0,81.6,2.38
36,female,163,80,sedentary,bulking,160.0,400.0,96.0,2.8
54,female,189,81,sedentary,cutting,178.2,202.5,64.8,2.84
30,male,169,61,moderate,maintenance,122.0,234.9,67.1,2.44
31,female,174,70,sedentary,maintenance,140.0,245.0,70.0,2.45
24,female,185,95,moderate,cutting,209.0,261.2,83.6,3.62
38,female,165,81,sedentary,cutting,178.2,202.5,64.8,2.84
18,male,164,99,active,bulking,198.0,618.8,148.5,4.07
51,male,154,83,active,bulking,166.0,518.8,124.5,3.51
56,male,191,82,moderate,cutting,180.4,225.5,72.2,3.17
42,female,178,75,moderate,maintenance,150.0,288.8,82.5,2.93
44,male,198,72,active,cutting,158.4,225.0,72.0,3.12
58,female,171,70,moderate,bulking,140.0,385.0,92.4,2.75
56,female,184,62,moderate,maintenance,124.0,238.7,68.2,2.47
22,female,156,83,sedentary,maintenance,166.0,290.5,83.0,2.91
59,female,179,49,moderate,cutting,107.8,134.8,43.1,2.02
55,male,156,63,moderate,maintenance,126.0,242.6,69.3,2.5
23,female,188,51,sedentary,bulking,102.0,255.0,61.2,1.79
38,female,155,97,sedentary,cutting,213.4,242.5,77.6,3.4
25,female,185,73,sedentary,maintenance,146.0,255.5,73.0,2.56
41,female,182,68,sedentary,maintenance,136.0,238.0,68.0,2.38
51,female,183,47,active,maintenance,94.0,205.6,58.8,2.25
21,female,175,83,moderate,bulking,166.0,456.5,109.6,3.21
24,female,158,48,active,maintenance,96.0,210.0,60.0,2.28
49,female,175,51,active,bulking,102.0,318.8,76.5,2.39
25,male,187,91,active,maintenance,182.0,398.1,113.8,3.79
27,female,158,90,active,bulking,180.0,562.5,135.0,3.75
42,male,150,62,moderate,maintenance,124.0,238.7,68.2,2.47
29,female,181,46,active,maintenance,92.0,201.2,57.5,2.21
36,female,159,60,sedentary,bulking,120.0,300.0,72.0,2.1
41,female,184,89,sedentary,cutting,195.8,222.5,71.2,3.12
46,male,191,50,active,bulking,100.0,312.5,75.0,2.35
44,male,155,49,sedentary,bulking,98.0,245.0,58.8,1.72
24,female,188,63,active,cutting,138.6,196.9,63.0,2.81
30,male,159,48,sedentary,bulking,96.0,240.0,57.6,1.68
37,male,151,82,active,bulking,164.0,512.5,123.0,3.47
44,male,191,49,moderate,cutting,107.8,134.8,43.1,2.02
18,female,189,53,active,maintenance,106.0,231.9,66.2,2.46
33,female,170,69,sedentary,bulking,138.0,345.0,82.8,2.42
37,female,157,91,moderate,cutting,200.2,250.3,80.1,3.49
27,male,181,94,sedentary,bulking,188.0,470.0,112.8,3.29
22,female,188,56,sedentary,maintenance,112.0,196.0,56.0,1.96
28,female,189,49,sedentary,maintenance,98.0,171.5,49.0,1.72
31,female,194,50,sedentary,maintenance,100.0,175.0,50.0,1.75
51,male,184,81,sedentary,maintenance,162.0,283.5,81.0,2.84
23,male,196,80,moderate,maintenance,160.0,308.0,88.0,3.1
29,female,178,45,moderate,bulking,90.0,247.5,59.4,1.88
20,female,185,91,sedentary,cutting,200.2,227.5,72.8,3.19
38,male,156,97,sedentary,maintenance,194.0,339.5,97.0,3.4
28,female,179,57,sedentary,maintenance,114.0,199.5,57.0,2.0
27,female,175,68,moderate,bulking,136.0,374.0,89.8,2.68
20,male,170,87,active,maintenance,174.0,380.6,108.8,3.65
52,female,195,56,active,bulking,112.0,350.0,84.0,2.56
58,female,198,66,moderate,cutting,145.2,181.5,58.1,2.61
23,female,156,87,moderate,bulking,174.0,478.5,114.8,3.35
23,male,162,93,sedentary,cutting,204.6,232.5,74.4,3.26
42,female,178,91,moderate,maintenance,182.0,350.4,100.1,3.49
56,male,164,91,active,maintenance,182.0,398.1,113.8,3.79
28,female,156,73,moderate,maintenance,146.0,281.1,80.3,2.85
22,male,168,72,active,maintenance,144.0,315.0,90.0,3.12
32,male,160,68,sedentary,bulking,136.0,340.0,81.6,2.38
25,female,171,94,sedentary,cutting,206.8,235.0,75.2,3.29
42,male,174,76,active,maintenance,152.0,332.5,95.0,3.26
55,male,176,49,sedentary,maintenance,98.0,171.5,49.0,1.72
47,female,178,51,active,bulking,102.0,318.8,76.5,2.39
41,female,185,80,sedentary,cutting,176.0,200.0,64.0,2.8
26,male,163,61,moderate,maintenance,122.0,234.9,67.1,2.44
32,male,154,71,sedentary,maintenance,142.0,248.5,71.0,2.49
24,male,193,66,moderate,bulking,132.0,363.0,87.1,2.61
41,female,196,64,moderate,cutting,140.8,176.0,56.3,2.54
33,female,185,81,moderate,cutting,178.2,222.8,71.3,3.14
28,male,192,76,active,cutting,167.2,237.5,76.0,3.26
57,male,172,99,sedentary,cutting,217.8,247.5,79.2,3.47
23,male,169,46,moderate,cutting,101.2,126.5,40.5,1.91
50,male,152,87,sedentary,maintenance,174.0,304.5,87.0,3.05
19,female,170,89,sedentary,bulking,178.0,445.0,106.8,3.12
54,female,166,75,sedentary,cutting,165.0,187.5,60.0,2.63
27,male,185,86,active,bulking,172.0,537.5,129.0,3.61
44,male,181,45,active,maintenance,90.0,196.9,56.2,2.18
39,female,159,89,moderate,maintenance,178.0,342.7,97.9,3.42
18,female,155,98,moderate,cutting,215.6,269.5,86.2,3.73
22,female,158,92,moderate,maintenance,184.0,354.2,101.2,3.52
42,male,173,82,sedentary,cutting,180.4,205.0,65.6,2.87
44,male,175,80,active,cutting,176.0,250.0,80.0,3.4
44,male,178,83,active,bulking,166.0,518.8,124.5,3.51
34,male,162,71,active,bulking,142.0,443.8,106.5,3.09
23,female,198,59,moderate,maintenance,118.0,227.2,64.9,2.37
54,female,174,63,active,cutting,138.6,196.9,63.0,2.81
54,female,176,67,active,bulking,134.0,418.8,100.5,2.95
40,male,175,64,sedentary,bulking,128.0,320.0,76.8,2.24
41,female,154,61,sedentary,cutting,134.2,152.5,48.8,2.14
22,female,169,89,active,maintenance,178.0,389.4,111.2,3.72
49,male,151,78,moderate,bulking,156.0,429.0,103.0,3.03
34,male,170,97,moderate,maintenance,194.0,373.5,106.7,3.7
34,female,156,66,moderate,maintenance,132.0,254.1,72.6,2.61
31,male,167,75,sedentary,cutting,165.0,187.5,60.0,2.63
59,female,194,61,sedentary,maintenance,122.0,213.5,61.0,2.14
40,female,179,59,moderate,cutting,129.8,162.2,51.9,2.37
26,male,150,92,sedentary,bulking,184.0,460.0,110.4,3.22
41,female,177,73,active,cutting,160.6,228.1,73.0,3.16
52,female,187,57,active,bulking,114.0,356.2,85.5,2.6
23,male,164,74,moderate,bulking,148.0,407.0,97.7,2.89
45,female,161,86,active,cutting,189.2,268.8,86.0,3.61
34,female,161,80,moderate,cutting,176.0,220.0,70.4,3.1
23,male,155,85,active,cutting,187.0,265.6,85.0,3.58
58,male,192,75,moderate,cutting,165.0,206.3,66.0,2.93
22,male,163,65,moderate,cutting,143.0,178.8,57.2,2.58
36,male,182,76,active,maintenance,152.0,332.5,95.0,3.26
49,male,163,59,active,bulking,118.0,368.8,88.5,2.67
48,male,183,69,active,maintenance,138.0,301.9,86.2,3.02
42,female,156,45,active,cutting,99.0,140.6,45.0,2.18
56,female,169,97,sedentary,maintenance,194.0,339.5,97.0,3.4
49,female,173,74,active,cutting,162.8,231.2,74.0,3.19
19,male,199,70,active,bulking,140.0,437.5,105.0,3.05
28,male,170,50,moderate,maintenance,100.0,192.5,55.0,2.05
25,male,155,88,sedentary,maintenance,176.0,308.0,88.0,3.08
42,male,159,65,active,bulking,130.0,406.2,97.5,2.88
46,female,176,68,active,cutting,149.6,212.5,68.0,2.98
44,male,167,77,active,bulking,154.0,481.2,115.5,3.3
19,female,199,81,sedentary,cutting,178.2,202.5,64.8,2.84
57,male,195,94,moderate,cutting,206.8,258.5,82.7,3.59
18,female,172,65,sedentary,maintenance,130.0,227.5,65.0,2.28
31,female,180,98,moderate,bulking,196.0,539.0,129.4,3.73
50,male,156,96,sedentary,cutting,211.2,240.0,76.8,3.36
32,male,160,57,moderate,maintenance,114.0,219.5,62.7,2.29
42,male,158,95,moderate,bulking,190.0,522.5,125.4,3.62
39,male,163,79,active,bulking,158.0,493.8,118.5,3.37
40,female,199,96,active,maintenance,192.0,420.0,120.0,3.96
20,female,183,86,active,maintenance,172.0,376.2,107.5,3.61
23,male,183,48,moderate,maintenance,96.0,184.8,52.8,1.98
21,female,160,94,active,maintenance,188.0,411.2,117.5,3.89
56,male,160,92,sedentary,bulking,184.0,460.0,110.4,3.22
31,male,193,98,active,cutting,215.6,306.2,98.0,4.03
46,female,170,84,active,maintenance,168.0,367.5,105.0,3.54
48,female,175,47,active,cutting,103.4,146.9,47.0,2.25
42,male,151,81,active,bulking,162.0,506.2,121.5,3.44
24,male,158,60,active,cutting,132.0,187.5,60.0,2.7
45,female,160,67,sedentary,maintenance,134.0,234.5,67.0,2.35
48,male,151,53,sedentary,maintenance,106.0,185.5,53.0,1.86
57,female,189,53,sedentary,maintenance,106.0,185.5,53.0,1.86
18,male,151,65,active,maintenance,130.0,284.4,81.2,2.88
59,female,193,93,sedentary,cutting,204.6,232.5,74.4,3.26
59,male,158,55,moderate,cutting,121.0,151.2,48.4,2.23
41,male,190,53,sedentary,bulking,106.0,265.0,63.6,1.86
37,female,198,46,active,bulking,92.0,287.5,69.0,2.21
39,female,165,67,moderate,cutting,147.4,184.3,59.0,2.65
28,female,187,89,moderate,bulking,178.0,489.5,117.5,3.42
43,male,167,54,moderate,bulking,108.0,297.0,71.3,2.19
25,male,186,68,sedentary,bulking,136.0,340.0,81.6,2.38
34,male,175,88,sedentary,bulking,176.0,440.0,105.6,3.08
52,female,172,94,moderate,bulking,188.0,517.0,124.1,3.59
25,male,169,78,moderate,cutting,171.6,214.5,68.6,3.03
43,female,172,88,moderate,cutting,193.6,242.0,77.4,3.38
20,male,165,73,sedentary,maintenance,146.0,255.5,73.0,2.56
48,male,156,64,moderate,cutting,140.8,176.0,56.3,2.54
41,female,177,75,sedentary,maintenance,150.0,262.5,75.0,2.63
27,male,182,72,sedentary,bulking,144.0,360.0,86.4,2.52
39,male,161,95,active,maintenance,190.0,415.6,118.8,3.93
48,male,156,92,moderate,cutting,202.4,253.0,81.0,3.52
42,female,190,88,moderate,maintenance,176.0,338.8,96.8,3.38
18,female,192,49,sedentary,cutting,107.8,122.5,39.2,1.72
37,female,199,77,moderate,cutting,169.4,211.8,67.8,3.0
28,male,174,71,active,cutting,156.2,221.9,71.0,3.09
55,female,171,60,active,bulking,120.0,375.0,90.0,2.7
48,male,150,84,active,cutting,184.8,262.5,84.0,3.54
59,female,194,88,active,cutting,193.6,275.0,88.0,3.68
58,male,161,98,active,maintenance,196.0,428.8,122.5,4.03
28,male,179,69,moderate,bulking,138.0,379.5,91.1,2.71
37,female,174,96,sedentary,bulking,192.0,480.0,115.2,3.36
26,male,199,93,moderate,maintenance,186.0,358.1,102.3,3.56
31,male,177,50,sedentary,bulking,100.0,250.0,60.0,1.75
53,male,165,45,moderate,bulking,90.0,247.5,59.4,1.88
38,male,165,50,active,maintenance,100.0,218.8,62.5,2.35
37,female,173,54,sedentary,cutting,118.8,135.0,43.2,1.89
45,male,158,58,moderate,maintenance,116.0,223.3,63.8,2.33
35,male,163,68,active,maintenance,136.0,297.5,85.0,2.98
43,male,193,93,active,cutting,204.6,290.6,93.0,3.86
56,female,175,87,sedentary,maintenance,174.0,304.5,87.0,3.05
19,female,191,51,sedentary,maintenance,102.0,178.5,51.0,1.79
21,female,198,54,active,bulking,108.0,337.5,81.0,2.49
58,female,171,88,sedentary,maintenance,176.0,308.0,88.0,3.08
56,male,194,71,sedentary,bulking,142.0,355.0,85.2,2.49
19,female,163,73,active,bulking,146.0,456.2,109.5,3.16
31,male,173,87,sedentary,maintenance,174.0,304.5,87.0,3.05
46,female,171,85,moderate,maintenance,170.0,327.2,93.5,3.27
24,male,164,59,active,bulking,118.0,368.8,88.5,2.67
40,female,169,63,active,cutting,138.6,196.9,63.0,2.81
50,female,166,83,active,bulking,166.0,518.8,124.5,3.51
26,female,180,53,moderate,cutting,116.6,145.8,46.6,2.16
29,male,196,45,sedentary,cutting,99.0,112.5,36.0,1.58
36,female,194,70,moderate,maintenance,140.0,269.5,77.0,2.75
37,female,180,63,sedentary,cutting,138.6,157.5,50.4,2.21
22,female,199,71,sedentary,cutting,156.2,177.5,56.8,2.49
37,female,156,79,active,bulking,158.0,493.8,118.5,3.37
52,male,156,83,moderate,cutting,182.6,228.3,73.0,3.21
45,male,177,55,sedentary,maintenance,110.0,192.5,55.0,1.93
50,male,181,77,active,cutting,169.4,240.6,77.0,3.3
35,male,193,45,active,bulking,90.0,281.2,67.5,2.18
32,female,198,74,active,bulking,148.0,462.5,111.0,3.19
35,male,169,75,active,maintenance,150.0,328.1,93.8,3.23
27,male,183,85,sedentary,maintenance,170.0,297.5,85.0,2.98
29,male,174,94,sedentary,cutting,206.8,235.0,75.2,3.29
19,male,166,58,moderate,maintenance,116.0,223.3,63.8,2.33
59,male,150,65,sedentary,maintenance,130.0,227.5,65.0,2.28
26,male,179,64,sedentary,maintenance,128.0,224.0,64.0,2.24
25,male,180,51,sedentary,cutting,112.2,127.5,40.8,1.79
40,male,195,72,moderate,cutting,158.4,198.0,63.4,2.82
39,male,151,84,moderate,maintenance,168.0,323.4,92.4,3.24
59,female,197,92,moderate,cutting,202.4,253.0,81.0,3.52
18,female,190,52,sedentary,cutting,114.4,130.0,41.6,1.82
49,male,160,71,moderate,bulking,142.0,390.5,93.7,2.79
29,male,190,94,sedentary,bulking,188.0,470.0,112.8,3.29
18,female,195,53,sedentary,maintenance,106.0,185.5,53.0,1.86
19,male,170,52,sedentary,cutting,114.4,130.0,41.6,1.82
59,male,177,55,sedentary,cutting,121.0,137.5,44.0,1.93
42,male,173,96,moderate,cutting,211.2,264.0,84.5,3.66
28,male,164,59,sedentary,maintenance,118.0,206.5,59.0,2.07
54,female,165,66,moderate,bulking,132.0,363.0,87.1,2.61
33,female,153,87,active,bulking,174.0,543.8,130.5,3.65
19,female,183,94,active,cutting,206.8,293.8,94.0,3.89
20,male,191,69,moderate,maintenance,138.0,265.7,75.9,2.71
46,female,159,50,active,bulking,100.0,312.5,75.0,2.35
49,male,162,89,sedentary,cutting,195.8,222.5,71.2,3.12
28,female,156,62,sedentary,bulking,124.0,310.0,74.4,2.17
53,male,196,88,sedentary,bulking,176.0,440.0,105.6,3.08
36,male,162,49,sedentary,bulking,98.0,245.0,58.8,1.72
51,male,157,67,active,cutting,147.4,209.4,67.0,2.95
33,female,161,90,sedentary,maintenance,180.0,315.0,90.0,3.15
48,female,188,89,active,bulking,178.0,556.2,133.5,3.72
19,female,152,91,moderate,maintenance,182.0,350.4,100.1,3.49
43,male,168,89,active,bulking,178.0,556.2,133.5,3.72
22,female,194,47,active,cutting,103.4,146.9,47.0,2.25
44,male,160,75,active,maintenance,150.0,328.1,93.8,3.23
19,male,160,98,moderate,bulking,196.0,539.0,129.4,3.73
31,male,165,95,sedentary,cutting,209.0,237.5,76.0,3.33
30,male,187,69,active,cutting,151.8,215.6,69.0,3.02
59,female,163,77,active,bulking,154.0,481.2,115.5,3.3
19,male,166,57,moderate,maintenance,114.0,219.5,62.7,2.29
51,male,184,90,moderate,bulking,180.0,495.0,118.8,3.45
48,male,190,82,moderate,bulking,164.0,451.0,108.2,3.17
57,male,159,71,moderate,bulking,142.0,390.5,93.7,2.79
24,female,159,45,moderate,cutting,99.0,123.8,39.6,1.88
49,male,160,53,active,bulking,106.0,331.2,79.5,2.46
25,female,189,51,moderate,cutting,112.2,140.2,44.9,2.08
37,female,167,73,moderate,cutting,160.6,200.8,64.2,2.85
45,female,198,93,sedentary,cutting,204.6,232.5,74.4,3.26
45,male,185,52,moderate,bulking,104.0,286.0,68.6,2.12
59,male,190,71,sedentary,maintenance,142.0,248.5,71.0,2.49
34,female,152,64,moderate,maintenance,128.0,246.4,70.4,2.54
46,male,186,87,active,cutting,191.4,271.9,87.0,3.65
48,male,175,65,sedentary,bulking,130.0,325.0,78.0,2.28
52,male,151,75,sedentary,bulking,150.0,375.0,90.0,2.63
26,female,167,83,sedentary,bulking,166.0,415.0,99.6,2.91
53,female,196,56,active,maintenance,112.0,245.0,70.0,2.56
54,male,154,62,active,maintenance,124.0,271.2,77.5,2.77
36,female,197,93,active,bulking,186.0,581.2,139.5,3.86
23,female,175,95,active,maintenance,190.0,415.6,118.8,3.93
20,male,179,45,active,bulking,90.0,281.2,67.5,2.18
30,male,192,81,moderate,bulking,162.0,445.5,106.9,3.14
20,male,178,66,active,cutting,145.2,206.2,66.0,2.91
54,male,166,60,sedentary,maintenance,120.0,210.0,60.0,2.1
31,female,183,57,moderate,cutting,125.4,156.8,50.2,2.29
30,female,155,55,sedentary,cutting,121.0,137.5,44.0,1.93
46,female,164,79,moderate,cutting,173.8,217.3,69.5,3.06
39,female,199,70,sedentary,maintenance,140.0,245.0,70.0,2.45
34,male,191,63,moderate,bulking,126.0,346.5,83.2,2.5
50,male,160,69,active,maintenance,138.0,301.9,86.2,3.02
31,female,166,65,active,bulking,130.0,406.2,97.5,2.88
46,male,186,59,moderate,bulking,118.0,324.5,77.9,2.37
46,male,187,57,moderate,cutting,125.4,156.8,50.2,2.29
45,male,164,68,moderate,maintenance,136.0,261.8,74.8,2.68
28,female,181,58,active,maintenance,116.0,253.8,72.5,2.63
34,female,190,75,sedentary,cutting,165.0,187.5,60.0,2.63
48,female,194,75,active,bulking,150.0,468.8,112.5,3.23
53,male,153,82,sedentary,bulking,164.0,410.0,98.4,2.87
20,female,154,99,moderate,bulking,198.0,544.5,130.7,3.77
24,male,152,89,active,maintenance,178.0,389.4,111.2,3.72
46,male,156,45,active,bulking,90.0,281.2,67.5,2.18
23,female,178,63,active,maintenance,126.0,275.6,78.8,2.81
41,male,157,83,active,maintenance,166.0,363.1,103.8,3.51
48,male,160,55,active,cutting,121.0,171.9,55.0,2.53
30,female,190,98,moderate,bulking,196.0,539.0,129.4,3.73
33,male,165,90,active,maintenance,180.0,393.8,112.5,3.75
38,male,199,88,sedentary,maintenance,176.0,308.0,88.0,3.08
59,male,178,90,active,bulking,180.0,562.5,135.0,3.75
44,male,169,82,active,cutting,180.4,256.2,82.0,3.47
28,female,170,88,sedentary,bulking,176.0,440.0,105.6,3.08
22,female,196,55,active,maintenance,110.0,240.6,68.8,2.53
35,male,172,87,active,maintenance,174.0,380.6,108.8,3.65
30,female,171,68,moderate,maintenance,136.0,261.8,74.8,2.68
44,male,169,96,moderate,cutting,211.2,264.0,84.5,3.66
40,female,168,58,active,cutting,127.6,181.2,58.0,2.63
38,female,177,57,moderate,bulking,114.0,313.5,75.2,2.29
40,male,151,59,sedentary,cutting,129.8,147.5,47.2,2.07
51,male,156,98,active,cutting,215.6,306.2,98.0,4.03
21,female,174,53,moderate,bulking,106.0,291.5,70.0,2.16
38,male,173,52,moderate,bulking,104.0,286.0,68.6,2.12
45,male,175,74,active,maintenance,148.0,323.8,92.5,3.19
19,female,161,77,sedentary,bulking,154.0,385.0,92.4,2.7
43,male,155,46,sedentary,cutting,101.2,115.0,36.8,1.61
53,female,171,75,moderate,bulking,150.0,412.5,99.0,2.93
58,female,164,98,active,cutting,215.6,306.2,98.0,4.03
40,female,177,75,active,maintenance,150.0,328.1,93.8,3.23
37,female,187,83,sedentary,bulking,166.0,415.0,99.6,2.91
47,male,165,67,sedentary,cutting,147.4,167.5,53.6,2.35
50,male,196,86,moderate,cutting,189.2,236.5,75.7,3.31
37,male,197,79,sedentary,maintenance,158.0,276.5,79.0,2.77
54,male,162,70,moderate,cutting,154.0,192.5,61.6,2.75
28,female,191,91,sedentary,cutting,200.2,227.5,72.8,3.19
38,female,181,84,sedentary,bulking,168.0,420.0,100.8,2.94
22,female,155,68,active,bulking,136.0,425.0,102.0,2.98
40,male,187,66,moderate,maintenance,132.0,254.1,72.6,2.61
27,female,151,74,sedentary,cutting,162.8,185.0,59.2,2.59
38,male,163,46,sedentary,maintenance,92.0,161.0,46.0,1.61
45,male,156,61,moderate,bulking,122.0,335.5,80.5,2.44
59,male,185,69,sedentary,maintenance,138.0,241.5,69.0,2.42
41,female,158,53,sedentary,cutting,116.6,132.5,42.4,1.86
49,female,158,46,active,maintenance,92.0,201.2,57.5,2.21
39,male,179,90,sedentary,maintenance,180.0,315.0,90.0,3.15
34,male,157,96,sedentary,maintenance,192.0,336.0,96.0,3.36
44,female,153,70,sedentary,cutting,154.0,175.0,56.0,2.45
26,female,186,62,sedentary,maintenance,124.0,217.0,62.0,2.17
35,male,171,63,active,maintenance,126.0,275.6,78.8,2.81
35,male,185,77,active,cutting,169.4,240.6,77.0,3.3
32,female,182,61,moderate,cutting,134.2,167.8,53.7,2.44
23,male,160,68,moderate,cutting,149.6,187.0,59.8,2.68
46,female,174,48,moderate,cutting,105.6,132.0,42.2,1.98
39,male,199,59,active,maintenance,118.0,258.1,73.8,2.67
33,male,175,93,moderate,bulking,186.0,511.5,122.8,3.56
38,male,168,77,sedentary,cutting,169.4,192.5,61.6,2.7
53,male,150,69,active,cutting,151.8,215.6,69.0,3.02
53,male,157,70,active,maintenance,140.0,306.2,87.5,3.05
56,male,169,76,sedentary,maintenance,152.0,266.0,76.0,2.66
45,male,165,52,moderate,cutting,114.4,143.0,45.8,2.12
25,female,197,55,sedentary,bulking,110.0,275.0,66.0,1.93
30,female,164,72,active,maintenance,144.0,315.0,90.0,3.12
21,male,158,82,sedentary,cutting,180.4,205.0,65.6,2.87
20,male,196,91,sedentary,bulking,182.0,455.0,109.2,3.19
46,female,195,50,moderate,bulking,100.0,275.0,66.0,2.05
52,female,196,71,sedentary,cutting,156.2,177.5,56.8,2.49
58,female,169,79,moderate,maintenance,158.0,304.2,86.9,3.06
53,female,180,70,moderate,maintenance,140.0,269.5,77.0,2.75
25,male,186,74,sedentary,maintenance,148.0,259.0,74.0,2.59
50,female,185,47,moderate,cutting,103.4,129.2,41.4,1.95
23,female,165,82,active,maintenance,164.0,358.8,102.5,3.47
58,female,153,66,active,cutting,145.2,206.2,66.0,2.91
52,female,158,50,sedentary,maintenance,100.0,175.0,50.0,1.75
35,female,163,57,moderate,bulking,114.0,313.5,75.2,2.29
40,female,169,75,moderate,bulking,150.0,412.5,99.0,2.93
58,female,195,60,moderate,cutting,132.0,165.0,52.8,2.4
43,female,155,60,moderate,bulking,120.0,330.0,79.2,2.4
27,male,196,90,active,maintenance,180.0,393.8,112.5,3.75
58,female,195,57,active,bulking,114.0,356.2,85.5,2.6
36,female,169,46,moderate,bulking,92.0,253.0,60.7,1.91
26,male,160,53,moderate,maintenance,106.0,204.1,58.3,2.16
46,male,198,46,active,maintenance,92.0,201.2,57.5,2.21
26,male,193,66,sedentary,maintenance,132.0,231.0,66.0,2.31
47,female,163,68,moderate,cutting,149.6,187.0,59.8,2.68
39,female,199,83,moderate,bulking,166.0,456.5,109.6,3.21
31,male,150,53,active,cutting,116.6,165.6,53.0,2.46
53,female,154,83,sedentary,maintenance,166.0,290.5,83.0,2.91
30,male,155,51,active,bulking,102.0,318.8,76.5,2.39
25,female,167,88,moderate,cutting,193.6,242.0,77.4,3.38
40,female,169,80,moderate,cutting,176.0,220.0,70.4,3.1
33,female,166,67,moderate,maintenance,134.0,258.0,73.7,2.65
41,female,176,49,active,maintenance,98.0,214.4,61.2,2.31
50,male,155,75,active,cutting,165.0,234.4,75.0,3.23
47,male,166,79,moderate,cutting,173.8,217.3,69.5,3.06
55,male,175,63,sedentary,cutting,138.6,157.5,50.4,2.21
42,female,183,63,moderate,bulking,126.0,346.5,83.2,2.5
52,male,194,98,moderate,cutting,215.6,269.5,86.2,3.73
22,male,194,45,active,maintenance,90.0,196.9,56.2,2.18
24,female,183,92,moderate,cutting,202.4,253.0,81.0,3.52
46,female,183,50,moderate,bulking,100.0,275.0,66.0,2.05
38,female,164,57,moderate,cutting,125.4,156.8,50.2,2.29
54,female,167,45,active,bulking,90.0,281.2,67.5,2.18
48,male,167,94,moderate,bulking,188.0,517.0,124.1,3.59
19,male,180,99,sedentary,cutting,217.8,247.5,79.2,3.47
26,female,173,52,moderate,cutting,114.4,143.0,45.8,2.12
59,male,182,95,moderate,cutting,209.0,261.2,83.6,3.62
49,female,198,53,active,bulking,106.0,331.2,79.5,2.46
32,female,172,52,active,cutting,114.4,162.5,52.0,2.42
46,male,164,55,sedentary,maintenance,110.0,192.5,55.0,1.93
